"","Annual_Mean_Temperature","Annual_Precipitation","BulkDensity","CoarseFragments","Elevation","EVI_mean","Isothermality","landcover_class","landscape_diversity_shdi","Max_Temperature_Warmest_Month","Mean_Diurnal_Range","Mean_Temperature_Coldest_Quarter","Mean_Temperature_Driest_Quarter","Mean_Temperature_Warmest_Quarter","Mean_Temperature_Wettest_Quarter","Min_Temperature_Coldest_Month","NDVI_mean","Nitrogen","Precipitation_Coldest_Quarter","Precipitation_Driest_Month","Precipitation_Driest_Quarter","Precipitation_Seasonality","Precipitation_Warmest_Quarter","Precipitation_Wettest_Month","Precipitation_Wettest_Quarter","SandContent","SiltContent","Slope","SoilOrganicCarbon","SoilpH","Temperature_Annual_Range","Temperature_Seasonality","Longitude","Latitude","Presence"
"1",9.04583358764648,9.95833301544189,1.20000004768372,15,1242.00231933594,0.519569158554077,-0.0666666030883789,"10",0,114,17.9833335876465,96,96,248,298,29,0.526175618171692,4.90000009536743,-0.0666666030883789,743.28955078125,30.5,24.6000003814697,12.3166666030884,32.6502723693848,-5.90000009536743,31,41,19.0006694793701,60.2999992370605,6.09999990463257,45.0664482116699,733,44.968397,41.826366,0
"2",13.5583333969116,10.2333335876465,1.29999995231628,13,346.999603271484,0.259632050991058,2.93333339691162,"50",1.242453324894,73,24.3166675567627,69,69,154,191,20,0.264207482337952,2.79999995231628,2.93333339691162,869.432495117188,33.7000007629395,31.7000007629395,17.7999992370605,30.3659744262695,-2,24,44,3,35,6.90000009536743,41.1231498718262,478,44.9865504,41.54917222,0
"3",13.5583333969116,10.2333335876465,1.29999995231628,13,346.999603271484,0.259632050991058,2.93333339691162,"50",1.03972077083992,73,24.3166675567627,69,69,154,191,20,0.264207482337952,2.79999995231628,2.93333339691162,869.432495117188,33.7000007629395,31.7000007629395,17.7999992370605,30.3659744262695,-2,24,44,3,35,6.90000009536743,41.1231498718262,478,44.991068,41.547141,0
"4",11.9958333969116,10.4250001907349,1.29999995231628,11,683.999145507812,0.348919987678528,2.13333320617676,"30",0,91,21.8333339691162,82,82,198,244,23,0.353964775800705,3.79999995231628,2.13333320617676,804.4208984375,31.8999996185303,29.1000003814697,15.75,32.6802520751953,-2.79999995231628,25,42,2.00012373924255,35.2999992370605,6.69999980926514,42.6370811462402,607,45.008398,41.750761,0
"5",14.6166667938232,9.30000019073486,1.10000002384186,8,13.9997777938843,0.484831511974335,6.59999990463257,"10",0.562335144618808,189,22.5,486,329,473,524,91,0.488144785165787,5.40000009536743,13.6166667938232,648.390808105469,25.3999996185303,27.3999996185303,11.5166664123535,36.6141738891602,2,16,44,0,70.3000030517578,5.30000019073486,18.4240570068359,1792,42.03882298,42.24492199,0
"6",12.5791664123535,9.80833339691162,1.20000004768372,13,478.999664306641,0.42574068903923,2.28333330154419,"10",0,106,23,99,99,239,283,29,0.422219663858414,4.40000009536743,2.28333330154419,841.271911621094,32.7000007629395,29.3999996185303,16.6499996185303,29.9949035644531,-3.29999995231628,24,43,2.00020265579224,45.2000007629395,6.40000009536743,38.244270324707,756,45.976797,41.910342,0
"7",12.5583333969116,9.63333320617676,1.29999995231628,15,434.999420166016,0.293538361787796,2.36666655540466,"50",1.01140426470735,80,22.5666656494141,78,78,168,210,22,0.29250368475914,4,2.36666655540466,825.369995117188,31.5,29.3999996185303,16.5499992370605,30.582010269165,-2.09999990463257,19,46,0.999803066253662,32.5,7,40.1902275085449,533,44.77803,41.808622,0
"8",13.5583333969116,10.2333335876465,1.29999995231628,13,346.999603271484,0.259632050991058,2.93333339691162,"50",1.33217904021012,73,24.3166675567627,69,69,154,191,20,0.264207482337952,2.79999995231628,2.93333339691162,869.432495117188,33.7000007629395,31.7000007629395,17.7999992370605,30.3659744262695,-2,24,44,3,35,6.90000009536743,41.1231498718262,478,44.990808,41.547787,0
"9",12.6833333969116,9.75,1.29999995231628,13,440.999633789062,0.294639676809311,2.5,"50",0.562335144618808,80,22.75,78,78,168,208,22,0.293645560741425,3.70000004768372,2.5,827.919982910156,31.6000003814697,29.6000003814697,16.6666660308838,30.8544292449951,-2,19,45,2.99980306625366,34.2999992370605,6.90000009536743,40.0430526733398,529,44.774851,41.806106,0
"10",12.7124996185303,9.74166679382324,1.29999995231628,12,430.999633789062,0.295308947563171,2.5,"50",1.01140426470735,80,22.7666664123535,78,78,167,208,22,0.292006552219391,3.5,2.5,828.451782226562,31.6000003814697,29.6000003814697,16.7333335876465,30.8280582427979,-2,20,44,1.00023794174194,29.1000003814697,6.90000009536743,40.1008834838867,528,44.778306,41.806758,0
"11",13,10.0666666030884,1.39999997615814,13,511.999908447266,0.265347272157669,2.78333330154419,"50",0.450561208866305,82,23.2666664123535,71,71,173,211,20,0.265826404094696,2.70000004768372,2.78333330154419,834.148986816406,32.5,30.5,17.0666656494141,30.9743595123291,-2,24,40,1.00023925304413,27.5,6.80000019073486,43.6467170715332,520,44.947714,41.69113,0
"12",9.875,11.5166664123535,1.29999995231628,14,1050.00012207031,0.29623019695282,-0.116666711866856,"30",0,87,19.6166667938232,104,104,139,217,34,0.291199862957001,4,-0.116666711866856,805.211730957031,33.2999992370605,28.1000003814697,16.8500003814697,34.5845832824707,-5.19999980926514,27,41,3.00025057792664,45.0999984741211,7,35.4775733947754,574,43.1121,41.649485,0
"13",13.7541666030884,10.1750001907349,1.29999995231628,13,327.999359130859,0.181247845292091,2.69999980926514,"30",0,78,24.6499996185303,81,81,169,212,24,0.18038022518158,3.5,2.69999980926514,889.260314941406,35.2000007629395,31.8999996185303,17.8500003814697,28.90625,-3.29999995231628,22,43,6,36.5999984741211,6.90000009536743,37.072078704834,559,46.13433,41.27104,0
"14",13.3999996185303,10.2666664123535,1.29999995231628,13,408.000427246094,0.194163009524345,2.29999995231628,"30",0.450561208866305,78,24.3833332061768,77,77,166,209,22,0.195095330476761,3.09999990463257,2.29999995231628,894.29248046875,35.2000007629395,31.6000003814697,17.6333332061768,29.1666660308838,-3.59999990463257,23,43,4.00020265579224,35.5,7,39.4577827453613,538,46.00597,41.25022,0
"15",8.45833301544189,10.9333333969116,1.20000004768372,15,1268.99792480469,0.31926092505455,-1.46666669845581,"30",0,89,18.033332824707,103,103,139,223,33,0.310663908720016,4.30000019073486,-0.76666671037674,799.863159179688,32.5999984741211,26.1000003814697,15.5,33.5378303527832,-6.5,35,35,9.99962139129639,48.4000015258789,6.80000019073486,38.6355056762695,573,43.2231,41.57055,1
"16",9.46249961853027,11.1416664123535,1.20000004768372,12,1066.00073242188,0.317218363285065,-0.599999964237213,"10",0.673011667009257,85,19.2000007629395,99,99,131,216,32,0.313973188400269,4,-0.599999964237213,809.346313476562,33.0999984741211,27.3999996185303,12.7833337783813,33.6606254577637,-5.69999980926514,30,46,2.00037908554077,54.5,6.90000009536743,37.2891540527344,558,43.24672,41.56898,0
"17",10.0625,11.5916662216187,1.20000004768372,11,1045.99951171875,0.310113340616226,0.19999997317791,"30",0.500402423538188,90,19.5833339691162,108,108,144,222,35,0.305163592100143,4,1.04999995231628,791.575317382812,32.7999992370605,27.7999992370605,16.9833335876465,35.340446472168,-5,26,43,5.99983310699463,38.7000007629395,7,35.35791015625,588,42.978,41.65982,1
"18",9.87083339691162,11.3583335876465,1.29999995231628,15,1029,0.293693482875824,-0.183333396911621,"40",0.562335144618808,86,19.6000003814697,102,102,135,214,33,0.289500385522842,3.79999995231628,-0.183333396911621,807.593139648438,33.0999984741211,27.7999992370605,13.1999998092651,34.3152084350586,-5.30000019073486,30,44,3.99991631507874,42.7999992370605,7,36.1390228271484,564,43.12564,41.62289,0
"19",10.0625,11.5916662216187,1.20000004768372,11,1045.99951171875,0.310113340616226,0.19999997317791,"30",0.500402423538188,90,19.5833339691162,108,108,144,222,35,0.305163592100143,4,1.04999995231628,791.575317382812,32.7999992370605,27.7999992370605,16.9833335876465,35.340446472168,-5,26,43,5.99983310699463,38.7000007629395,7,35.35791015625,588,42.9789,41.66055,0
"20",12.591667175293,10.5,1.29999995231628,14,587.999755859375,0.280256271362305,1.98333346843719,"40",0.500402423538188,93,23,84,84,201,244,24,0.274673938751221,3.70000004768372,1.98333346843719,853.511047363281,34.2999992370605,30.2000007629395,16.5666675567627,30.6122455596924,-4.09999990463257,24,40,2.99979734420776,38.2000007629395,6.90000009536743,40.9648094177246,623,45.98237,41.42023,1
"21",13.1916666030884,10.4833335876465,1.29999995231628,12,526.000244140625,0.321108251810074,2.65000009536743,"30",0,90,23.3500003814697,88,88,194,242,26,0.321315109729767,3.59999990463257,2.65000009536743,848.559814453125,33.7999992370605,30.7000007629395,16.9333324432373,31.0157775878906,-3.09999990463257,22,43,3.00008702278137,44.2999992370605,7,37.9735298156738,639,46.459,41.28881,1
"22",12.2749996185303,10.4833335876465,1.29999995231628,14,699.001953125,0.33307883143425,2.03333330154419,"30",0,100,22.25,85,85,210,261,25,0.327067375183105,4.09999990463257,2.03333330154419,823.546936035156,33.2999992370605,29.3999996185303,16.0666656494141,31.481481552124,-3.90000009536743,24,39,6.00004291534424,52.9000015258789,6.69999980926514,43.4914093017578,647,46.10039,41.41973,0
"23",9.01249980926514,11.8916664123535,1.20000004768372,16,1116.00390625,0.436024516820908,-0.38333335518837,"10",0.500402423538188,104,18.1333332061768,66,66,214,269,17,0.435690850019455,4.09999990463257,-0.38333335518837,766.891967773438,33.4000015258789,26.2000007629395,12.3666667938232,35.6037902832031,-7.19999980926514,24,43,15.0000867843628,55.7999992370605,6.69999980926514,54.2323951721191,609,44.26072,41.29935,0
"24",7.45416641235352,11.7749996185303,1.20000004768372,11,1380.99975585938,0.375204592943192,-1.78333330154419,"40",0.950270539233235,117,16.5,70,70,244,300,18,0.378012388944626,3.70000004768372,-1.78333330154419,753.891296386719,32.2000007629395,24,14.3666667938232,36.5683212280273,-8.19999980926514,21,45,3,48.4000015258789,6.59999990463257,56.1071853637695,676,44.16829,41.34254,1
"25",4.35416650772095,11.408332824707,1.20000004768372,9,1863.00109863281,0.333232372999191,-6.51666688919067,"30",0.500402423538188,92,14.3999996185303,82,82,154,245,25,0.314158469438553,4.80000019073486,-6.51666688919067,859.001708984375,34.9000015258789,22.7999992370605,11.8999996185303,32.6886329650879,-12.1000003814697,30,43,3.99976658821106,53.5999984741211,6.69999980926514,47.1905326843262,578,43.3113,41.25585,0
"26",5.16249990463257,11.2750005722046,1.29999995231628,9,1745.00024414062,0.295634239912033,-5.30000019073486,"30",0.673011667009257,95,15,84,84,150,249,26,0.287434935569763,4,-5.30000019073486,835.736267089844,34,23.2000007629395,12.5333337783813,33.1617660522461,-10.8000001907349,30,40,1.00004315376282,46.2000007629395,6.69999980926514,47.8498954772949,592,43.49766,41.35583,0
"27",7.47916650772095,9.74166679382324,1.10000002384186,12,1480.99951171875,0.478917092084885,-1.88333320617676,"10",0,104,16.3833332061768,188,163,239,258,48,0.460904151201248,5.09999990463257,-1.14999997615814,750.558776855469,30.0999984741211,23.3999996185303,14.3166666030884,32.3643417358398,-6.69999980926514,38,38,5.99991655349731,70.8000030517578,6.30000019073486,20.8759250640869,824,42.60776944,41.66266667,0
"28",12.7749996185303,10.4166669845581,1.29999995231628,11,478.999572753906,0.278033852577209,2.43333339691162,"30",0.636514168294813,77,23.1499996185303,69,69,162,199,20,0.275705426931381,2.79999995231628,2.43333339691162,844.24658203125,33,30.6000003814697,16.7333335876465,31.5656566619873,-2.40000009536743,24,43,1,31.8999996185303,6.90000009536743,42.5236625671387,496,44.82851878,41.59969108,0
"29",12.6750001907349,10.5500001907349,1.29999995231628,11,514.999694824219,0.3989437520504,2.51666665077209,"40",0,80,22.8833332061768,70,70,166,205,20,0.400997936725616,2.90000009536743,2.51666665077209,830.228576660156,32.7999992370605,30.2999992370605,16.5166664123535,32.1646347045898,-2.5,23,44,1,33.2999992370605,6.90000009536743,43.4481353759766,507,44.8049545,41.60432748,0
"30",13.3833332061768,10.0666666030884,1.29999995231628,13,356.999603271484,0.362926185131073,2.91666650772095,"10",0.450561208866305,75,23.9166679382324,70,70,155,193,20,0.363158941268921,3.29999995231628,2.91666650772095,853.938293457031,33.1000022888184,31.2000007629395,17.533332824707,30.4128894805908,-1.89999997615814,26,42,1.99960470199585,37,6.90000009536743,41.6641502380371,481,44.92928097,41.62571021,0
"31",10.6041669845581,10.3249998092651,1.20000004768372,13,919.999755859375,0.403110712766647,1.19999992847443,"30",0.562335144618808,100,19.8500003814697,86,86,214,263,25,0.402681738138199,4.5,1.19999992847443,766.652893066406,31,26.7000007629395,14.0666666030884,33.3064498901367,-4.30000019073486,29,42,17.9997615814209,47,6.40000009536743,43.8886604309082,649,44.91739715,41.79909895,0
"32",11.779167175293,10.4416666030884,1.29999995231628,14,696.998474121094,0.391340851783752,1.85000002384186,"30",0.500402423538188,83,21.5,84,84,177,223,25,0.391322076320648,3.90000009536743,1.85000002384186,809.703857421875,32.1000022888184,29.2000007629395,15.3999996185303,32.5285568237305,-2.90000009536743,23,42,20.0000152587891,40.9000015258789,6.80000019073486,38.9546279907227,569,44.54832316,41.8411718,0
"33",11.9291667938232,10.4416666030884,1.29999995231628,11,714.998779296875,0.346286356449127,2.09999990463257,"30",0,92,21.75,82,82,200,245,23,0.351935923099518,3.70000004768372,2.09999990463257,802.001647949219,31.8999996185303,29,15.6666669845581,32.7324981689453,-2.90000009536743,26,42,3.00019812583923,34.0999984741211,6.80000019073486,42.5533256530762,612,45.01786683,41.75470536,0
"34",11.8583335876465,9.75,1.20000004768372,14,600.00341796875,0.464136719703674,2,"10",0.673011667009257,84,21.5,81,81,176,218,23,0.449735164642334,4.40000009536743,2,802.090515136719,31,28.6000003814697,15.5500001907349,31.4516124725342,-2.40000009536743,20,44,24.9999179840088,55.0999984741211,6.5,40.3089866638184,555,44.64410177,41.83990885,0
"35",14.3541669845581,9.70833301544189,1.20000004768372,9,122.997543334961,0.465223491191864,5.88333320617676,"10",0.562335144618808,182,22.5,464,297,322,478,86,0.466491669416428,4.40000009536743,13.466667175293,679.332763671875,27.3999996185303,28.7999992370605,7.58333349227905,35.4318733215332,1.39999997615814,18,40,8.99932956695557,67.8000030517578,5.19999980926514,22.1068210601807,1474,42.71688,42.24027,0
"36",14.7333335876465,9.48333358764648,1.10000002384186,8,24.9998149871826,0.45072814822197,6.46666669845581,"10",1.05492016798614,189,22.7333335876465,483,328,447,515,91,0.457400172948837,5,13.8500003814697,663.935668945312,26.1000003814697,27.8999996185303,11.533332824707,36.3346099853516,1.79999995231628,15,49,0,63.7000007629395,5.40000009536743,17.7468013763428,1742,42.13407,42.25344,0
"37",14.5416669845581,8.86666679382324,1.10000002384186,9,21.9997100830078,0.557378351688385,6.48333358764648,"10",0,207,22.3500003814697,518,308,426,559,83,0.560495853424072,6,13.5,648.977600097656,25.0999984741211,27.2999992370605,11.5500001907349,35.325366973877,2.20000004768372,15,41,2,77.9000015258789,5.19999980926514,23.0204200744629,1770,42.14348,42.08722,0
"38",14.1999998092651,8.03333377838135,1.10000002384186,9,1.99985694885254,0.490521222352982,6.66666650772095,"10",0.500402423538188,212,21.8833332061768,466,307,535,613,81,0.494961142539978,6.5,12.8500003814697,620.0146484375,23.6999988555908,26.2999992370605,19.2999992370605,33.895923614502,2.59999990463257,11,36,0.999817848205566,81.5,5.19999980926514,25.7912883758545,1887,41.69932,42.18582,0
"39",14.1083335876465,8.25,1.20000004768372,9,4.00026226043701,0.496468365192413,6.58333349227905,"10",1.05492016798614,222,21.8166656494141,532,312,525,646,80,0.500742554664612,4.90000009536743,12.5666666030884,624.357238769531,23.7999992370605,26.2999992370605,19.3666667938232,34.6638641357422,2.5,15,41,1,78.5,5.5,27.6353931427002,2006,41.79003,42.03773,0
"40",14.3041667938232,8.34166717529297,1.10000002384186,8,-3.89828855986707e-05,0.449444353580475,6.73333311080933,"10",0.950270539233235,200,21.966667175293,469,317,527,585,85,0.454847753047943,6.69999980926514,13.0500001907349,621.115051269531,23.8999996185303,26.3999996185303,19.3833332061768,34.9023704528809,2.5,12,39,3.89900051231962e-05,87.9000015258789,5.40000009536743,23.0728321075439,1871,41.78263,42.21979,0
"41",11.466667175293,9.58333301544189,1,14,475.993286132812,0.497560560703278,2.41666674613953,"10",0,178,20.2000007629395,453,347,399,486,108,0.491960853338242,8.10000038146973,10.6333332061768,724.933654785156,28.2000007629395,26.2000007629395,7.83333349227905,33.9834518432617,-2,31,39,23.999626159668,121.5,5.5,14.485294342041,1632,42.6558,42.54365,0
